order_id,customer_id,product_id,order_date,revenue
777,292,40,2022-03-18,7472.65
778,429,24,2021-06-17,11519.08
779,81,12,2021-01-21,16105.82
780,115,39,2022-11-20,14526.34
781,148,12,2021-01-29,3120.17
782,475,9,2022-05-08,19561.96
783,203,36,2022-05-21,19969.42
784,346,15,2022-02-23,14151.81
785,330,2,2023-03-30,912.82
786,250,40,2021-12-11,11438.66
787,149,42,2021-09-25,4565.09
788,321,24,2022-07-17,9314.52
789,262,43,2021-12-30,17492.35
790,320,39,2021-04-30,12475.47
791,378,3,2023-05-30,11413.81
792,230,33,2023-02-15,3703.78
793,188,32,2021-05-12,9865.48
794,322,48,2022-12-30,836.99
795,32,35,2023-01-22,18821.6
796,278,26,2022-01-09,14812.51
797,338,2,2021-03-31,18533.74
798,187,8,2022-01-17,9723.72
799,283,5,2022-07-11,7059.7
800,304,4,2021-07-08,6496.8
801,211,25,2021-11-22,4153.03
802,31,23,2023-01-26,9644.84
803,330,42,2021-04-16,14182.04
804,296,37,2023-04-15,13819.19
805,463,48,2022-02-20,6013.84
806,283,34,2023-01-29,15801.19
807,63,32,2022-04-20,4764.75
808,453,23,2021-02-17,14236.65
809,23,20,2021-05-10,14809.73
810,246,48,2021-11-17,1232.85
811,487,21,2021-11-10,9983.0
812,404,33,2022-09-01,15141.13
813,389,44,2021-09-05,7034.44
814,371,25,2022-01-15,5617.91
815,392,13,2021-09-26,16051.9
816,448,36,2021-03-11,9066.76
817,176,41,2023-02-18,8419.85
818,456,42,2021-05-22,3774.07
819,150,26,2022-01-14,18935.61
820,378,41,2021-02-05,7527.86
821,293,30,2021-03-13,8109.37
822,158,20,2022-04-14,9068.88
823,11,44,2021-04-10,11717.31
824,210,49,2022-10-25,12417.48
825,351,12,2023-08-27,13008.18
826,303,13,2021-04-06,2894.56
827,50,3,2022-01-28,3208.41
828,112,15,2022-07-14,10312.38
829,300,18,2022-06-04,2295.86
830,138,47,2022-08-17,18364.86
831,66,39,2022-02-17,4284.66
832,430,30,2021-02-10,1257.74
833,312,30,2023-05-14,509.93
834,94,7,2021-04-02,18930.07
835,414,49,2022-03-07,7819.39
836,26,11,2021-08-14,16430.71
837,471,1,2021-10-01,7711.41
838,167,39,2021-06-30,4727.06
839,290,13,2022-12-15,12093.44
840,19,33,2021-06-07,19734.62
841,194,3,2021-08-07,2968.86
842,475,7,2022-04-06,15787.21
843,367,7,2021-01-31,17897.26
844,78,50,2022-12-26,15031.7
845,311,28,2022-06-08,3593.71
846,93,32,2022-05-27,5280.7
847,7,23,2023-05-16,12372.16
848,329,11,2021-02-28,9255.29
849,23,3,2021-03-16,7444.33
850,278,48,2022-09-16,11327.11
851,142,5,2022-09-15,696.28
852,67,10,2022-04-10,10745.6
853,315,24,2023-04-24,15915.19
854,12,31,2021-03-23,6104.29
855,78,5,2021-11-03,14994.49
856,271,13,2021-08-29,755.4
857,77,2,2023-01-02,4229.81
858,228,2,2021-07-23,17752.27
859,374,47,2022-10-11,19480.24
860,306,28,2022-01-07,14673.06
861,337,36,2023-09-14,2868.15
862,167,2,2021-10-05,14593.82
863,273,39,2023-04-23,9998.73
864,288,11,2021-08-28,7385.1
865,449,47,2023-06-20,6475.27
866,364,30,2022-09-19,14391.38
867,224,38,2021-09-15,3887.55
868,2,2,2023-09-13,8985.51
869,467,24,2022-11-21,10222.0
870,255,35,2022-08-05,17221.29
871,103,22,2021-11-05,8780.42
872,50,18,2022-09-20,4320.08
873,47,17,2023-02-10,9263.41
874,299,12,2022-06-05,7838.31
875,184,14,2022-05-01,12826.76
876,349,39,2021-05-16,4442.84
877,473,5,2021-08-18,12628.16
878,491,32,2023-01-31,12593.38
879,464,33,2023-01-14,3580.26
880,93,26,2023-07-22,2018.58
881,356,43,2023-07-09,13987.61
882,122,50,2021-02-07,16107.33
883,241,9,2023-01-04,4877.41
884,229,43,2023-08-24,9075.22
885,313,38,2023-04-05,3905.22
886,228,11,2021-06-03,3790.68
887,394,5,2022-04-08,4048.94
888,309,49,2021-12-14,1815.51
889,423,2,2022-09-26,10581.34
890,219,26,2023-07-22,9777.97
891,484,33,2021-06-17,1782.69
892,143,13,2021-06-11,3602.18
893,338,49,2021-06-25,10482.53
894,360,21,2022-11-25,7203.9
895,60,10,2022-07-02,9185.05
896,124,46,2023-06-05,17386.39
897,268,39,2023-07-26,1695.0
898,70,20,2022-03-10,9709.99
899,187,39,2021-08-02,7827.66
900,144,26,2022-01-19,14050.46
901,380,12,2023-07-12,5949.4
902,472,22,2021-02-05,3117.12
903,220,32,2022-09-19,14017.0
904,440,40,2023-09-06,18589.12
905,373,46,2022-07-15,11092.76
906,459,9,2021-10-28,947.57
907,489,30,2022-02-04,1675.32
908,381,23,2022-09-10,11984.28
909,493,42,2023-07-30,15251.16
910,126,24,2023-05-10,18879.01
911,494,6,2022-08-23,2102.99
912,354,1,2021-08-31,11250.98
913,382,41,2022-07-27,2916.5
914,198,16,2023-05-24,9001.78
915,290,41,2022-03-24,12130.05
916,121,2,2021-02-13,12802.87
917,421,11,2021-09-11,855.13
918,210,26,2021-05-12,19888.32
919,465,13,2022-03-12,4880.96
920,66,50,2021-06-08,7274.32
921,132,49,2022-12-04,4237.21
922,74,24,2022-04-12,10989.71
923,2,5,2022-09-13,1471.31
924,183,3,2021-07-16,16459.05
925,133,22,2022-12-19,15412.24
926,50,5,2022-07-15,7042.14
927,127,6,2023-08-30,18753.81
928,165,28,2023-06-05,10309.05
929,292,12,2021-12-11,3387.06
930,357,38,2023-04-03,5764.37
931,424,48,2021-03-18,2574.62
932,399,6,2021-09-27,13647.24
933,479,28,2023-07-27,5278.58
934,340,27,2023-04-24,8750.98
935,376,18,2022-09-23,19182.19
936,31,20,2023-08-03,6080.7
937,376,27,2021-07-23,10236.75
938,34,37,2021-12-11,15500.6
939,241,29,2022-10-22,8190.69
940,276,20,2021-03-26,16307.97
941,321,29,2021-05-28,13648.15
942,500,25,2023-05-26,10303.44
943,296,38,2022-03-20,2288.83
944,346,29,2022-03-31,9892.99
945,497,2,2021-10-08,8850.12
946,381,11,2021-06-14,12831.56
947,171,30,2022-05-28,7664.0
948,80,3,2022-12-06,17671.84
949,277,28,2023-02-04,19703.22
950,438,34,2022-11-10,7994.64
951,179,30,2021-10-07,18641.72
952,207,1,2023-03-10,3740.87
953,244,41,2021-07-06,1733.65
954,113,18,2021-03-12,11917.82
955,141,4,2022-12-15,10444.05
956,443,40,2022-10-05,1062.59
957,247,50,2022-04-26,3596.56
958,417,43,2023-04-14,4928.59
959,424,13,2021-06-21,7531.96
960,219,13,2021-06-17,14298.59
961,175,17,2021-11-14,10012.62
962,244,9,2022-05-16,9558.09
963,447,47,2022-04-13,17132.03
964,318,45,2022-03-22,19121.99
965,75,40,2021-03-23,4698.97
966,333,6,2021-08-16,802.44
967,363,33,2023-06-28,7951.41
968,446,49,2021-12-05,9316.55
969,52,17,2022-04-24,8154.01
970,289,20,2021-03-20,9722.66
971,272,1,2022-12-04,6334.81
972,1,29,2022-08-19,9693.01
973,81,39,2022-04-17,11712.1
974,310,26,2023-03-17,19815.88
975,207,4,2023-03-08,5748.44
976,458,45,2022-02-19,15655.52
977,376,35,2021-03-10,10904.97
978,257,12,2021-09-22,14945.88
979,167,38,2023-01-22,5492.16
980,480,45,2022-12-27,13066.93
981,51,14,2022-07-12,18368.2
982,158,17,2023-06-11,11891.78
983,77,4,2023-06-12,1019.22
984,493,39,2021-01-22,6429.84
985,321,38,2022-11-23,5789.08
986,28,11,2023-01-23,9547.1
987,59,4,2023-04-14,7156.77
988,164,18,2021-04-02,2714.64
989,463,10,2022-11-03,9549.49
990,14,32,2022-03-08,9077.1
991,123,23,2022-11-25,3667.92
992,301,24,2021-06-15,15111.75
993,333,35,2023-01-17,9965.53
994,261,11,2023-03-02,12961.72
995,183,35,2023-08-29,4096.0
996,97,25,2023-07-12,630.9
997,61,34,2021-03-14,13567.45
998,73,39,2022-01-26,16994.3
999,452,14,2023-08-27,1032.85
1000,94,44,2023-03-25,19296.58
1001,318,47,2021-10-03,16293.11
1002,231,17,2022-09-03,15278.2
1003,274,16,2022-05-07,3262.62
1004,305,36,2023-08-05,14324.92
1005,455,12,2023-09-28,16459.56
1006,292,12,2022-10-02,11375.57
1007,450,33,2021-12-24,10729.19
1008,61,43,2021-04-07,8794.82
1009,22,30,2023-08-27,4940.24
1010,376,43,2022-12-16,6802.74
1011,303,9,2023-05-23,615.07
1012,491,11,2023-04-24,15474.58
1013,122,15,2022-03-06,17533.3
1014,399,40,2021-08-12,16911.95
1015,472,6,2023-07-30,16059.98
1016,33,13,2022-11-19,1536.33
1017,327,9,2022-11-20,5070.21
1018,91,12,2023-03-24,10238.98
1019,218,30,2022-10-12,11679.81
1020,100,25,2021-02-13,8844.37
1021,401,47,2021-10-25,13293.97
1022,262,38,2023-08-25,2353.37
1023,210,17,2022-10-07,7325.89
1024,168,25,2023-06-02,12428.5
1025,39,34,2022-09-24,2244.36
1026,80,42,2022-02-10,4258.68
1027,125,50,2022-04-23,2343.95
1028,83,30,2022-11-07,18690.51
1029,208,11,2021-07-15,7314.39
1030,305,48,2023-01-01,18836.4
1031,499,43,2023-06-26,17266.76
1032,76,42,2023-06-12,19507.84
1033,496,41,2022-07-30,2700.62
1034,59,34,2023-07-02,6139.4
1035,32,14,2021-02-12,11913.8
1036,123,25,2022-11-08,17159.1
1037,44,37,2022-08-23,981.52
1038,89,9,2023-07-24,19665.93
1039,256,26,2022-06-28,14799.05
1040,355,28,2021-06-19,5150.14
1041,333,30,2023-02-07,18664.5
1042,428,48,2021-10-17,4660.72
1043,148,26,2021-12-30,19737.15
1044,323,47,2023-08-19,6607.88
1045,110,2,2022-11-30,5509.2
1046,159,43,2021-03-07,15360.78
1047,300,28,2023-07-05,3775.93
1048,427,12,2023-04-18,10939.23
1049,297,46,2023-05-29,9648.79
1050,96,35,2021-09-11,19579.47
1051,396,28,2023-09-25,13935.69
1052,416,10,2021-06-06,10769.43
1053,190,38,2022-01-09,3830.97
1054,125,18,2023-06-27,5239.44
1055,463,29,2022-12-11,4671.03
1056,490,21,2021-09-07,8914.26
1057,9,45,2022-04-28,15650.08
1058,364,12,2023-06-13,4833.02
1059,31,5,2023-04-08,18866.23
1060,407,2,2022-03-11,8047.63
1061,195,49,2021-01-18,10146.49
1062,29,34,2023-02-06,8336.41
1063,29,39,2021-07-18,3831.33
1064,7,32,2021-08-11,8412.98
1065,341,24,2021-12-22,18984.98
1066,48,43,2022-06-04,7565.58
1067,392,32,2023-02-12,3672.15
1068,386,50,2022-12-14,18729.48
1069,41,46,2022-10-07,12741.68
1070,410,9,2022-08-08,9370.48
1071,459,2,2022-03-08,15826.58
1072,296,11,2021-07-15,749.25
1073,29,26,2023-08-06,14698.15
1074,336,41,2021-08-26,5709.28
1075,143,23,2023-09-10,13181.94
1076,457,18,2021-03-25,7442.73
1077,392,24,2021-02-17,14183.49
1078,80,28,2021-02-22,15173.28
1079,364,22,2022-08-11,7156.58
1080,477,34,2022-04-05,9641.88
1081,233,10,2023-01-02,5320.06
1082,300,19,2022-09-08,1066.73
1083,156,37,2022-01-29,7055.44
1084,70,15,2022-07-20,13718.35
1085,426,16,2022-06-28,3455.46
1086,440,44,2023-07-05,722.3
1087,100,9,2021-09-16,7595.34
1088,71,2,2022-04-12,17913.88
1089,187,12,2021-07-30,5984.33
1090,276,25,2023-05-08,14840.25
1091,455,35,2023-02-23,17375.46
1092,425,46,2023-09-17,2687.18
1093,424,44,2021-05-27,5558.41
1094,184,44,2023-03-03,14644.99
1095,274,46,2021-08-19,1517.72
1096,485,14,2022-06-21,9262.81
1097,165,23,2021-01-24,4096.7
1098,350,9,2021-08-22,2735.3
1099,134,48,2022-10-29,7692.61
1100,91,21,2022-10-02,10035.02
1101,272,31,2022-07-26,3503.72
1102,50,1,2021-07-05,14821.76
1103,427,10,2022-05-19,6216.62
1104,308,43,2021-04-07,4678.92
1105,193,35,2021-06-28,5019.38
1106,450,37,2023-02-09,7969.99
1107,129,27,2022-01-17,14756.44
1108,77,30,2022-07-31,16439.9
1109,202,10,2021-12-29,2981.94
1110,449,15,2022-06-28,19853.26
1111,445,16,2021-02-19,12792.28
1112,177,50,2022-09-16,10940.32
1113,310,31,2022-11-02,17008.45
1114,492,11,2022-09-21,2080.57
1115,469,37,2023-01-25,15397.82
1116,456,12,2022-12-19,11846.65
1117,349,18,2021-05-21,12237.84
1118,368,29,2022-08-31,780.83
1119,198,22,2021-08-23,11320.42
1120,391,23,2023-01-22,10712.67
1121,299,40,2021-08-25,13673.3
1122,48,4,2022-03-04,7948.63
1123,269,11,2021-04-09,3544.71
1124,34,1,2021-05-04,6188.78
1125,390,46,2021-02-26,10662.68
1126,232,40,2023-04-22,14151.21
1127,74,43,2022-02-09,6117.51
1128,152,2,2022-05-23,6441.93
1129,445,16,2023-01-01,3678.68
1130,23,6,2021-10-27,13585.03
1131,455,26,2022-03-31,1375.58
1132,17,14,2022-12-02,19919.12
1133,239,1,2021-02-03,2080.35
1134,417,28,2023-02-07,2980.64
1135,321,38,2023-01-31,15756.68
1136,3,3,2021-03-23,4157.29
1137,175,6,2023-03-13,4454.86
1138,451,25,2023-06-30,18312.76
1139,427,36,2021-10-28,2773.71
1140,436,30,2022-05-17,899.92
1141,478,24,2022-04-29,18302.67
1142,243,28,2022-02-06,19835.44
1143,152,19,2022-01-23,18546.28
1144,338,25,2023-01-25,5237.75
1145,382,7,2023-08-22,2619.12
1146,221,16,2022-12-26,18502.45
1147,264,4,2021-09-28,16970.58
1148,369,43,2021-12-19,8709.03
1149,377,23,2022-12-29,15991.32
1150,289,40,2022-07-28,12607.27
1151,422,36,2021-04-13,8634.41
1152,202,23,2022-04-24,5565.13
1153,182,46,2023-06-27,2121.98
1154,71,5,2022-12-31,14038.58
1155,90,49,2023-07-12,4912.15
1156,215,16,2021-12-02,1395.58
1157,10,44,2022-01-16,9061.49
1158,87,30,2023-08-19,927.63
1159,162,3,2022-04-29,12731.8
1160,281,39,2022-12-31,7863.03
1161,42,48,2021-08-27,6157.33
1162,379,1,2023-03-17,3800.88
1163,47,8,2023-05-09,8389.29
1164,319,33,2021-05-12,5395.21
1165,342,24,2023-03-02,2725.18
1166,285,44,2021-07-03,15823.74
1167,479,25,2022-10-30,12826.45
1168,89,29,2022-07-04,6528.19
1169,388,3,2023-03-09,15663.07
1170,353,27,2022-09-22,5992.46
1171,398,40,2023-08-28,822.68
1172,298,42,2023-03-14,5901.73
1173,231,37,2022-12-29,14477.25
1174,380,19,2023-07-11,18686.8
1175,241,22,2023-07-11,3815.34
1176,336,20,2022-07-28,14124.2
1177,87,41,2022-12-06,1612.75
1178,230,11,2021-07-01,14299.08
1179,348,30,2021-05-06,2224.62
1180,378,31,2023-06-09,13214.94
1181,224,29,2021-03-03,2630.62
1182,253,44,2022-04-05,12133.92
1183,272,41,2021-09-10,7526.97
1184,452,46,2021-06-26,12778.53
1185,144,16,2021-01-12,6186.14
1186,438,47,2022-02-27,4527.21
1187,276,26,2023-09-10,15821.17
1188,380,11,2022-07-01,18021.95
1189,339,7,2023-04-27,4949.14
1190,188,45,2022-06-23,13588.85
1191,252,38,2022-01-21,12849.53
1192,51,20,2022-11-22,19538.38
1193,180,41,2021-02-14,14138.06
1194,253,42,2022-04-29,1763.97
1195,256,34,2023-01-28,9746.93
1196,268,39,2022-03-16,15663.41
1197,443,17,2022-12-27,4008.24
1198,13,17,2022-05-04,16410.22
1199,51,47,2021-02-13,15895.14
1200,350,13,2022-10-12,10234.86
1201,308,10,2022-05-31,9146.94
1202,257,4,2021-03-13,7107.27
1203,336,24,2021-06-21,5083.86
1204,37,36,2021-07-21,7615.2
1205,392,18,2023-05-03,13416.35
1206,421,10,2021-07-01,9332.15
1207,227,23,2021-01-17,10359.88
1208,163,2,2021-12-25,8955.88
1209,262,38,2021-10-28,12890.92
1210,60,35,2023-06-13,1874.31
1211,417,2,2023-09-26,9226.27
1212,375,49,2023-03-31,2036.1
1213,246,50,2023-04-11,19334.19
1214,188,15,2022-02-19,7055.42
1215,313,4,2021-02-19,1611.78
1216,483,8,2022-10-08,3502.11
1217,392,11,2023-07-26,16479.33
1218,205,39,2022-03-11,14690.38
1219,24,49,2021-03-08,12773.65
1220,59,10,2021-09-12,12347.14
1221,331,4,2022-05-19,3925.3
1222,449,14,2023-09-24,4601.52
1223,84,10,2023-01-29,1917.8
1224,359,48,2023-01-11,2419.89
1225,153,17,2023-02-17,7031.74
1226,435,48,2022-05-22,2821.19
1227,67,43,2022-04-15,1602.41
1228,345,5,2022-05-01,14908.08
1229,162,20,2022-02-28,14619.36
1230,218,32,2023-06-19,18761.76
1231,490,44,2023-06-07,3812.61
1232,183,32,2023-09-26,19144.45
1233,159,12,2022-06-30,12307.82
1234,125,11,2023-05-24,2014.44
1235,97,37,2022-11-17,18855.15
1236,125,38,2023-05-15,16097.79
1237,313,27,2023-03-28,15186.8
1238,393,28,2023-04-15,17819.59
1239,420,27,2021-06-18,6771.96
1240,313,20,2022-06-22,9605.19
1241,275,45,2021-05-23,4789.55
1242,447,22,2021-11-14,11033.92
1243,187,47,2021-05-08,4304.41
1244,268,31,2021-12-10,11258.29
1245,276,1,2023-04-12,16353.87
1246,443,33,2021-11-02,1088.19
1247,45,20,2023-06-05,11483.06
1248,142,2,2022-04-28,18718.37
1249,444,22,2023-06-18,2676.74
1250,397,3,2022-08-08,14299.36
1251,353,2,2023-02-24,15963.65
1252,194,50,2022-09-11,14229.92
1253,43,36,2021-12-27,17398.11
1254,428,30,2021-12-09,9807.5
1255,180,12,2021-05-13,16132.03
1256,129,43,2021-06-30,2561.49
1257,256,32,2023-09-16,17280.0
1258,343,23,2023-05-28,12084.93
1259,315,25,2023-03-26,7135.23
1260,102,12,2022-08-14,3993.99
1261,279,44,2021-09-18,16392.63
1262,53,16,2021-01-07,17147.64
1263,367,8,2022-10-24,18306.24
1264,374,7,2021-12-07,4007.13
1265,433,23,2021-08-11,7025.45
1266,246,33,2023-02-20,10790.37
1267,492,47,2022-06-15,18188.51
1268,373,27,2021-08-02,13750.36
1269,466,47,2022-04-18,2324.73
1270,240,48,2022-03-12,2692.34
1271,439,20,2022-03-08,10463.46
1272,495,29,2021-02-26,18546.03
1273,200,20,2023-04-25,3119.68
1274,188,19,2022-02-14,19407.28
1275,273,1,2021-04-19,1813.17
1276,401,3,2023-03-24,8338.79
1277,466,12,2022-05-28,12791.37
1278,335,21,2023-03-27,12830.26
1279,147,28,2022-02-27,2280.96
1280,47,35,2023-07-24,16230.94
1281,127,44,2023-01-07,18778.15
1282,321,30,2023-03-30,15096.61
1283,55,1,2022-10-15,10785.29
1284,439,13,2021-03-20,9814.58
1285,198,50,2023-08-07,3991.44
1286,16,12,2023-08-25,14139.84
1287,215,29,2023-04-30,14984.81
1288,26,5,2023-06-26,16284.75
1289,415,48,2021-12-06,8602.18
1290,389,44,2021-03-04,18638.2
1291,293,18,2021-02-20,2881.42
1292,440,36,2022-02-06,15837.89
1293,45,31,2022-07-08,17855.16
1294,97,5,2021-01-11,8022.26
1295,319,41,2023-09-22,4491.09
1296,467,6,2023-07-18,8907.31
1297,130,28,2022-09-07,8432.71
1298,408,30,2023-01-16,9606.32
1299,312,9,2023-08-05,3513.51
1300,263,15,2021-06-04,7822.37
1301,411,21,2021-03-03,19311.08
1302,26,31,2023-07-02,1655.5
1303,489,1,2023-07-04,3323.99
1304,156,14,2022-11-01,12707.81
1305,49,11,2021-05-11,19254.62
1306,1,37,2022-05-18,11737.03
1307,32,4,2021-04-06,13754.06
1308,396,7,2023-08-24,17663.36
1309,275,15,2022-09-26,15561.72
1310,327,4,2021-12-12,5378.98
1311,403,47,2022-08-28,1868.65
1312,343,26,2021-01-26,18031.27
1313,256,8,2021-10-17,2416.22
1314,445,48,2021-02-01,1851.92
1315,469,17,2021-01-17,14527.55
1316,329,1,2023-05-14,15591.05
1317,176,32,2021-04-07,1230.41
1318,446,27,2022-07-30,7098.65
1319,147,27,2021-08-08,15717.52
1320,76,40,2022-04-24,3437.45
1321,449,6,2023-05-22,11792.44
1322,127,50,2022-10-15,1622.77
1323,63,36,2021-05-12,18270.29
1324,329,8,2021-06-08,18043.33
1325,246,40,2021-05-14,1893.28
1326,32,27,2022-03-14,2839.23
1327,431,41,2023-05-01,12089.29
1328,422,46,2023-02-12,13611.16
1329,72,13,2022-08-11,3383.72
1330,429,31,2023-02-11,18755.37
1331,274,29,2021-01-23,17133.85
1332,116,19,2023-02-07,5571.09
1333,250,45,2021-09-27,11131.47
1334,416,4,2023-04-09,14474.64
1335,224,26,2021-10-29,17517.36
1336,479,14,2022-02-22,4489.44
1337,437,39,2023-06-05,13438.92
1338,485,27,2021-06-07,5070.84
1339,337,9,2022-05-28,15227.06
1340,384,31,2021-11-13,13853.98
1341,93,23,2022-08-15,14362.57
1342,445,25,2022-05-02,7979.53
1343,318,23,2023-06-01,1961.47
1344,495,44,2022-09-15,14370.28
1345,332,44,2022-06-09,18944.85
1346,76,29,2022-03-03,5587.31
1347,484,9,2023-08-27,1590.76
1348,296,37,2021-04-13,12441.45
1349,80,35,2021-11-28,14703.12
1350,84,6,2023-07-04,5503.22
1351,322,4,2023-05-09,16527.39
1352,368,16,2021-01-17,5694.26
1353,369,48,2023-01-05,11581.37
1354,79,27,2021-05-25,4271.44
1355,458,41,2023-04-18,7459.78
1356,428,39,2021-08-26,15742.92
1357,322,48,2023-04-08,2990.69
1358,260,30,2021-03-27,7775.98
1359,91,44,2022-10-16,10512.79
1360,242,4,2021-12-14,13683.04
1361,287,1,2023-07-30,674.23
1362,14,11,2023-09-23,11811.82
1363,397,18,2023-04-24,2386.92
1364,401,38,2021-05-27,4042.42
1365,77,11,2022-01-15,2420.43
1366,200,27,2021-06-21,8482.59
1367,173,6,2021-11-09,11810.21
1368,62,48,2023-07-28,11069.04
1369,136,22,2022-05-30,4790.94
1370,207,7,2023-03-15,3122.84
1371,375,32,2023-09-10,5606.72
1372,500,47,2023-02-02,12066.14
1373,483,47,2022-05-10,3068.23
1374,397,13,2023-08-23,16268.26
1375,469,43,2022-12-09,17009.1
1376,21,28,2022-06-03,710.01
1377,367,16,2021-10-09,17310.36
1378,381,15,2023-01-29,13333.58
1379,339,5,2023-03-01,12275.14
1380,17,9,2021-12-28,2506.53
1381,200,46,2021-12-18,14622.15
1382,278,37,2021-03-24,11742.34
1383,169,12,2021-06-17,5710.57
1384,345,24,2021-01-29,15385.02
1385,106,3,2022-03-01,12747.06
1386,454,38,2021-11-09,15839.35
1387,244,11,2023-05-29,14874.83
1388,113,13,2021-03-23,879.01
1389,70,50,2023-08-12,14236.93
1390,318,11,2021-02-03,14309.7
1391,123,13,2022-11-21,9475.41
1392,144,11,2023-05-13,15814.24
1393,157,39,2022-09-26,9600.52
1394,237,40,2023-01-26,17733.54
1395,461,40,2023-05-26,13544.96
1396,26,12,2022-07-19,6951.81
1397,465,19,2022-06-21,2786.5
1398,487,30,2021-05-04,16172.02
1399,304,36,2021-12-10,15912.64
1400,60,9,2022-12-06,18515.89
1401,23,3,2021-01-30,2755.54
1402,46,30,2022-11-27,7865.84
1403,370,16,2021-10-27,1042.15
1404,8,48,2023-04-12,19644.23
1405,348,26,2022-09-30,17093.61
1406,344,20,2022-03-24,3296.03
1407,246,47,2022-03-15,6706.32
1408,340,7,2021-08-22,12112.63
1409,216,8,2022-09-26,1911.58
1410,373,49,2021-02-15,16663.61
1411,405,15,2023-07-14,18709.87
1412,207,50,2022-07-16,3850.77
1413,248,46,2023-03-30,9758.96
1414,419,41,2021-07-17,12946.56
1415,386,1,2023-05-09,14294.2
1416,425,9,2022-09-17,11145.06
1417,184,2,2021-04-09,19298.4
1418,200,19,2022-10-09,8299.57
1419,366,9,2021-09-26,17654.99
1420,359,36,2021-12-05,17577.28
1421,86,4,2021-11-09,16574.74
1422,439,10,2022-04-30,10579.7
1423,159,20,2022-12-10,18135.85
1424,97,14,2022-06-26,2324.12
1425,307,46,2021-03-16,16868.48
1426,48,14,2023-09-26,16439.49
1427,391,6,2021-04-09,1259.8
1428,455,50,2022-02-17,9652.45
1429,388,14,2021-07-02,1474.71
1430,214,25,2022-02-25,2929.53
1431,327,23,2022-07-15,3429.0
1432,275,24,2022-10-15,10389.14
1433,200,12,2023-03-18,9416.3
1434,159,26,2022-09-26,19884.25
1435,490,6,2021-05-31,3539.68
1436,209,10,2022-10-09,4896.36
1437,43,29,2022-07-26,16676.73
1438,231,47,2022-02-27,9185.68
1439,1,40,2022-08-09,6920.89
1440,296,10,2021-11-11,10271.48
1441,477,31,2022-06-10,10668.86
1442,8,5,2022-06-01,19519.97
1443,283,24,2022-07-06,13213.85
1444,445,5,2022-02-05,3133.61
1445,493,42,2022-07-06,18514.28
1446,264,35,2021-09-22,4491.53
1447,133,48,2021-01-02,8317.56
1448,203,26,2021-02-19,4458.43
1449,448,27,2023-08-30,1281.32
1450,55,9,2023-09-10,9443.24
1451,335,23,2022-03-20,15417.32
1452,167,22,2021-04-05,5444.38
1453,250,40,2022-03-22,16087.65
1454,254,41,2022-08-30,13186.53
1455,471,13,2022-03-18,6322.15
1456,497,40,2023-02-23,16608.35
1457,118,20,2023-05-08,9830.75
1458,429,37,2022-05-10,16527.42
1459,497,9,2022-07-24,14754.77
1460,22,28,2022-08-07,7307.18
1461,293,7,2021-06-29,1023.09
1462,498,11,2023-07-09,8636.19
1463,365,15,2021-09-10,3764.18
1464,200,34,2022-04-14,9690.7
1465,292,4,2022-11-17,16220.64
1466,124,5,2022-01-17,19853.64
1467,175,36,2023-09-20,17207.54
1468,406,14,2022-08-24,9829.61
1469,397,42,2022-06-18,14692.95
1470,364,16,2023-02-13,15914.99
1471,313,40,2022-03-21,3290.03
1472,427,37,2021-01-27,5150.86
1473,51,37,2023-03-03,11376.86
1474,207,8,2022-05-01,6292.63
1475,124,47,2023-07-06,15166.38
1476,27,18,2022-01-23,2384.96
1477,75,15,2023-04-10,19903.76
1478,310,32,2021-02-10,1739.69
1479,441,34,2021-03-04,4621.0
1480,137,12,2022-09-24,19518.53
1481,433,41,2022-05-02,13664.48
1482,203,2,2023-05-24,1127.95
1483,152,36,2022-07-13,17894.65
1484,142,21,2023-02-10,8246.34
1485,56,12,2021-12-24,19572.14
1486,171,34,2021-05-12,11685.32
1487,378,9,2022-09-24,6172.18
1488,297,14,2021-03-16,15834.76
1489,264,18,2023-05-29,4571.25
1490,160,30,2023-06-18,1077.95
1491,345,2,2023-08-03,12059.83
1492,463,30,2022-01-15,11180.94
1493,212,20,2022-06-11,13639.41
1494,484,43,2022-03-29,3486.7
1495,161,39,2022-09-21,7954.65
1496,388,15,2023-08-21,5244.53
1497,82,47,2022-11-05,8444.09
1498,223,11,2023-09-26,18114.88
1499,484,32,2023-09-07,9395.26
1500,201,41,2022-12-29,14610.42
