customer_id,customer_name,region,industry,segment,created_date
493,Company_493,APAC,Retail,Enterprise,2022-01-31
494,Company_494,Europe,Retail,Mid-Market,2021-11-27
495,Company_495,North America,Retail,Enterprise,2022-05-18
496,Company_496,north america,Retail,Mid-Market,2022-02-14
497,Company_497,EUROPE,Technology,Mid-Market,2021-08-04
498,Company_498,Europe,Manufacturing,Enterprise,2021-05-03
499,Company_499,north america,Technology,Mid-Market,2023-03-02
500,company_500,EUROPE,Retail,Enterprise,2022-05-10
362,Company_362,APAC,Retail,Mid-Market,2023-08-28
74,Company_74,north america,Manufacturing,SMB,2023-04-17
375,Company_375,EUROPE,Manufacturing,Mid-Market,2023-02-13
156,Company_156,North America,Manufacturing,SMB,2023-04-04
105,Company_105,North America,Retail,Mid-Market,2022-05-16
395,Company_395,North America,Manufacturing,Enterprise,2021-02-22
378,Company_378,North America,Retail,SMB,2021-05-22
125,Company_125,APAC,Technology,Enterprise,2021-11-29
69,Company_69,North America,Manufacturing,Mid-Market,2022-11-14
451,Company_451,APAC,Manufacturing,Enterprise,2020-02-13
10,Company_10,EUROPE,Manufacturing,SMB,2021-01-10
195,Company_195,EUROPE,Manufacturing,Mid-Market,2022-04-12
407,Company_407,North America,Technology,Enterprise,2022-05-31
85,Company_85,,Retail,Mid-Market,2022-05-08
372,Company_372,Europe,Healthcare,SMB,2023-05-11
389,Company_389,north america,Technology,Mid-Market,2020-05-22
496,Company_496,north america,Retail,Mid-Market,2022-02-14
31,Company_31,,Retail,SMB,2023-10-29
317,Company_317,North America,Technology,Mid-Market,2021-08-12
409,Company_409,APAC,Healthcare,SMB,2023-09-06
