opportunity_id,customer_id,stage,amount,created_date,close_date
608,427,Won,19955.69,2023-07-09,2023-08-07
609,350,Lost,,2023-09-19,2023-10-17
610,214,Qualified,39580.35,2021-07-09,
611,368,Lead,13859.18,2021-06-24,
612,329,Lead,49017.8,2021-11-11,
613,420,Won,18466.21,2023-04-19,2023-04-29
614,464,Proposal,42284.13,2022-06-12,
615,182,Proposal,49473.2,2021-07-14,
616,61,Lost,,2023-05-14,2023-06-20
617,98,Won,19922.6,2021-02-03,2021-03-27
618,208,Lost,,2023-08-01,2023-09-26
619,437,Lead,40892.55,2022-08-25,
620,275,Proposal,3520.49,2022-10-18,
621,203,Won,9312.8,2022-05-25,2022-06-18
622,234,Proposal,39377.03,2021-03-05,
623,468,Lost,,2022-05-24,2022-07-01
624,97,Won,21984.89,2022-05-11,2022-06-08
625,332,Lost,,2021-04-03,2021-04-30
626,35,Lead,22800.09,2023-09-18,
627,331,Proposal,34324.37,2022-02-07,
628,6,Lost,,2023-03-22,2023-04-22
629,196,Lead,8313.26,2021-03-11,
630,222,Proposal,24945.27,2023-02-24,
631,446,Won,29980.73,2022-07-23,2022-08-05
632,205,Lost,,2023-06-07,2023-08-05
633,332,Lead,6166.39,2021-10-02,
634,55,Lost,,2021-11-18,2021-11-29
635,129,Qualified,48109.98,2023-07-30,
636,281,Won,36868.75,2021-01-03,2021-02-11
637,209,Won,41974.86,2023-07-17,2023-09-02
638,351,Lost,,2021-10-04,2021-11-05
639,93,Qualified,21366.13,2022-02-05,
640,175,Lost,,2023-04-29,2023-05-19
641,21,Lead,33112.41,2023-07-09,
642,235,Proposal,10519.27,2023-07-11,
643,44,Won,25527.11,2022-03-13,2022-05-01
644,473,Lead,26501.3,2021-11-22,
645,388,Proposal,28254.97,2021-05-24,
646,364,Won,31844.86,2022-02-14,2022-03-12
647,64,Lost,,2022-12-18,2023-02-08
648,304,Won,47263.23,2021-01-06,2021-02-11
649,161,Qualified,27445.64,2022-05-07,
650,351,Qualified,39950.23,2021-05-03,
651,452,Won,17725.13,2022-09-03,2022-10-21
652,372,Qualified,28307.71,2021-02-11,
653,415,Lead,35526.33,2021-06-23,
654,128,Won,49063.52,2022-04-10,2022-06-02
655,5,Proposal,21089.81,2021-10-24,
656,422,Proposal,46879.59,2021-05-17,
657,5,Qualified,38097.38,2022-10-22,
658,20,Proposal,17417.02,2023-07-31,
659,159,Proposal,24873.53,2022-07-16,
660,420,Lead,20341.36,2022-11-23,
661,177,Lost,,2021-01-14,2021-02-23
662,412,Lead,28467.19,2022-10-19,
663,248,Won,37620.63,2021-02-03,2021-02-10
664,115,Won,38653.45,2023-06-20,2023-08-19
665,26,Lost,,2023-03-18,2023-04-06
666,2,Qualified,43111.61,2022-08-28,
667,145,Won,42701.23,2021-12-08,2022-02-06
668,166,Qualified,4205.01,2022-05-11,
669,380,Proposal,11536.69,2023-06-01,
670,304,Lost,,2023-01-16,2023-02-19
671,264,Won,6925.38,2023-07-31,2023-08-18
672,33,Lead,19009.48,2023-08-10,
673,351,Lost,,2023-01-31,2023-04-01
674,495,Won,25045.28,2021-12-19,2021-12-29
675,282,Lead,48784.42,2023-02-14,
676,234,Lead,42095.73,2023-01-29,
677,93,Lead,49672.46,2023-07-02,
678,198,Lost,,2022-03-15,2022-03-20
679,137,Lead,3896.44,2022-11-18,
680,130,Lost,,2023-07-25,2023-09-21
681,128,Proposal,23966.85,2023-04-13,
682,97,Won,12835.05,2022-03-26,2022-04-18
683,90,Qualified,31034.01,2022-01-09,
684,163,Won,45538.0,2021-11-25,2022-01-09
685,451,Lead,36987.86,2021-08-08,
686,324,Proposal,33822.1,2022-10-30,
687,231,Lost,,2021-11-11,2021-12-15
688,251,Lost,,2021-08-10,2021-10-05
689,206,Qualified,23183.73,2022-08-15,
690,92,Qualified,4079.63,2022-03-23,
691,446,Lead,13408.69,2022-10-30,
692,364,Qualified,6150.27,2022-09-09,
693,357,Lost,,2023-07-05,2023-07-30
694,162,Won,10267.33,2023-08-26,2023-09-24
695,402,Lead,46801.26,2022-09-15,
696,58,Lost,,2022-11-28,2022-12-04
697,148,Qualified,21501.2,2023-09-25,
698,500,Proposal,49547.85,2022-01-14,
699,11,Proposal,27247.0,2022-09-01,
700,416,Lost,,2021-06-03,2021-07-22
701,160,Proposal,7842.79,2022-06-26,
702,473,Lead,26410.34,2021-08-01,
703,411,Won,35609.21,2022-06-29,2022-07-11
704,465,Proposal,28517.59,2023-03-19,
705,347,Lead,35734.06,2021-02-25,
706,378,Qualified,43985.08,2022-09-08,
707,175,Lead,29158.23,2023-05-12,
708,18,Lost,,2023-06-28,2023-08-16
709,321,Qualified,46145.96,2021-09-21,
710,473,Won,16312.28,2021-05-02,2021-06-25
711,440,Qualified,36520.98,2023-02-20,
712,326,Lead,2807.3,2022-03-11,
713,149,Lost,,2022-08-08,2022-10-01
714,418,Proposal,29426.46,2022-01-01,
715,99,Lead,47597.84,2021-10-26,
716,169,Qualified,30056.39,2021-12-30,
717,177,Qualified,9670.91,2023-03-07,
718,88,Proposal,4256.31,2022-01-04,
719,217,Lead,43022.0,2022-01-08,
720,293,Lost,,2022-09-16,2022-10-07
721,440,Qualified,1869.56,2023-05-15,
722,194,Lost,,2021-03-09,2021-04-13
723,383,Lost,,2021-07-23,2021-08-25
724,257,Lost,,2021-05-27,2021-07-06
725,478,Qualified,16947.64,2021-12-25,
726,140,Qualified,42161.33,2022-12-19,
727,162,Lost,,2023-06-06,2023-07-04
728,235,Lost,,2022-07-26,2022-08-31
729,436,Lost,,2022-08-07,2022-09-04
730,129,Won,28385.21,2021-12-28,2022-01-03
731,50,Proposal,21468.21,2021-03-09,
732,494,Qualified,14854.49,2023-04-13,
733,162,Qualified,31357.3,2022-02-11,
734,374,Qualified,38408.27,2023-08-21,
735,319,Proposal,5582.66,2022-05-26,
736,309,Qualified,32874.07,2022-10-12,
737,261,Proposal,10448.77,2021-11-29,
738,153,Lost,,2023-07-16,2023-08-19
739,429,Won,38360.51,2023-02-03,2023-03-10
740,186,Lost,,2022-09-15,2022-10-11
741,90,Lead,10554.04,2021-11-22,
742,34,Qualified,27539.48,2023-01-31,
743,7,Lost,,2023-08-19,2023-09-29
744,348,Won,1916.51,2021-06-05,2021-06-27
745,92,Lead,29840.53,2023-09-06,
746,73,Lost,,2022-02-23,2022-04-17
747,428,Qualified,11104.02,2023-08-27,
748,211,Lost,,2021-01-19,2021-03-17
749,202,Won,3586.71,2023-08-23,2023-10-15
750,451,Won,2399.57,2021-04-20,2021-05-01
751,8,Won,46202.76,2021-06-17,2021-08-07
752,238,Lead,6063.98,2021-07-23,
753,90,Lost,,2023-05-24,2023-06-01
754,348,Lead,47642.75,2021-04-18,
755,269,Won,23256.13,2023-07-11,2023-08-10
756,322,Qualified,43188.5,2021-12-02,
757,93,Proposal,12447.06,2023-07-08,
758,454,Won,24276.27,2022-08-10,2022-10-05
759,262,Proposal,32031.48,2022-03-09,
760,292,Qualified,31691.53,2021-11-07,
761,226,Proposal,8496.45,2021-03-03,
762,260,Won,47814.17,2022-07-04,2022-07-21
763,326,Lost,,2021-03-27,2021-05-03
764,143,Proposal,47742.53,2021-10-01,
765,306,Proposal,40025.68,2021-08-29,
766,270,Lead,15344.31,2022-01-20,
767,488,Qualified,25369.31,2023-02-05,
768,297,Qualified,27014.57,2022-03-22,
769,339,Lead,29144.63,2021-06-26,
770,101,Lost,,2023-04-13,2023-05-09
771,145,Lost,,2022-12-21,2023-02-03
772,210,Lost,,2023-08-14,2023-09-24
773,460,Qualified,18421.86,2021-04-18,
774,473,Won,24550.38,2023-01-28,2023-03-10
775,398,Qualified,4097.99,2022-12-05,
776,48,Qualified,27149.61,2021-04-23,
777,479,Lead,45003.85,2023-07-12,
778,128,Won,24721.13,2023-04-20,2023-05-15
779,346,Lead,27068.51,2021-02-25,
780,112,Proposal,31580.17,2023-09-08,
781,237,Lead,35274.87,2023-06-24,
782,71,Proposal,42547.62,2021-05-11,
783,130,Lead,2350.22,2022-12-12,
784,346,Lost,,2021-08-18,2021-08-31
785,238,Won,4232.78,2022-09-14,2022-09-29
786,483,Lead,13730.12,2021-01-03,
787,157,Qualified,37098.58,2021-05-02,
788,116,Qualified,8555.41,2023-02-09,
789,58,Lost,,2021-07-29,2021-08-27
790,399,Proposal,44409.75,2022-01-24,
791,371,Lead,15523.11,2023-04-30,
792,214,Proposal,12115.61,2022-10-27,
793,424,Qualified,21344.28,2023-05-10,
794,33,Qualified,2200.8,2021-03-08,
795,91,Qualified,28220.4,2022-05-30,
796,432,Proposal,41966.59,2023-04-05,
797,447,Proposal,19959.29,2023-04-20,
798,159,Qualified,15926.74,2022-04-26,
799,215,Lost,,2021-05-05,2021-05-25
800,292,Proposal,38891.19,2023-09-10,
801,414,Won,16364.04,2023-02-23,2023-03-06
802,123,Lead,3293.65,2022-12-01,
803,429,Qualified,35551.54,2022-12-06,
804,208,Lost,,2023-08-28,2023-10-20
805,302,Lead,10628.22,2022-09-21,
806,187,Qualified,12466.5,2021-09-29,
807,319,Lead,41210.63,2021-05-31,
808,342,Lost,,2021-12-17,2022-01-21
809,309,Lead,1411.81,2022-09-26,
810,486,Lost,,2022-10-26,2022-12-22
811,347,Proposal,34969.98,2023-08-08,
812,463,Lost,,2021-10-22,2021-12-09
813,480,Qualified,12493.16,2021-04-23,
814,345,Won,47930.92,2023-08-17,2023-09-06
815,62,Qualified,31727.61,2022-02-12,
816,259,Lost,,2023-04-12,2023-06-11
817,287,Proposal,44234.97,2021-03-28,
818,69,Proposal,27113.8,2022-04-10,
819,77,Won,7198.3,2023-07-19,2023-08-23
820,17,Proposal,7011.74,2022-05-25,
821,404,Lost,,2022-09-12,2022-09-17
822,282,Won,20887.9,2022-11-08,2022-11-13
823,138,Qualified,19575.57,2023-01-29,
824,281,Won,49036.0,2022-11-21,2022-12-17
825,475,Qualified,2861.59,2022-06-27,
826,104,Won,41315.48,2022-11-27,2022-12-12
827,121,Won,24936.11,2022-01-27,2022-02-17
828,152,Qualified,15287.3,2021-04-16,
829,433,Lost,,2021-05-14,2021-06-14
830,350,Qualified,23690.97,2022-09-25,
831,275,Lost,,2021-08-07,2021-09-13
832,372,Lost,,2021-06-08,2021-07-13
833,102,Qualified,4985.01,2023-05-18,
834,435,Won,44863.41,2021-01-30,2021-03-03
835,352,Lead,20024.39,2021-11-15,
836,64,Qualified,45466.34,2022-12-28,
837,284,Proposal,18667.06,2022-11-19,
838,156,Proposal,25139.76,2022-05-31,
839,376,Qualified,2850.85,2021-06-29,
840,318,Lead,31186.65,2021-09-13,
841,75,Won,41203.68,2021-09-04,2021-10-07
842,171,Lead,22033.4,2023-06-21,
843,326,Qualified,48445.35,2021-02-02,
844,426,Lost,,2023-01-02,2023-02-08
845,65,Lead,47684.27,2021-09-09,
846,97,Qualified,41280.31,2022-12-11,
847,421,Won,43912.17,2023-02-04,2023-03-05
848,280,Lead,32932.57,2022-08-25,
849,430,Lost,,2022-05-17,2022-05-30
850,352,Qualified,27818.21,2021-01-21,
851,261,Lost,,2021-07-26,2021-09-12
852,216,Qualified,5793.86,2023-06-24,
853,386,Lost,,2022-08-09,2022-09-02
854,344,Qualified,45068.41,2022-05-15,
855,34,Qualified,28321.8,2022-06-14,
856,130,Won,23724.46,2022-08-04,2022-08-21
857,154,Lost,,2021-06-01,2021-07-19
858,206,Lead,27097.01,2022-01-06,
859,213,Proposal,12590.8,2022-10-13,
860,218,Proposal,38777.26,2022-01-23,
861,189,Won,7701.26,2022-03-19,2022-04-02
862,7,Lead,12783.29,2021-02-23,
863,353,Proposal,39034.54,2021-02-02,
864,423,Proposal,30300.25,2022-02-02,
865,102,Proposal,22259.38,2022-04-11,
866,347,Lost,,2022-10-21,2022-11-21
867,166,Lead,8642.03,2021-08-19,
868,340,Won,39683.77,2022-06-13,2022-06-30
869,385,Lead,7650.53,2021-01-05,
870,485,Proposal,46164.69,2023-09-11,
871,19,Qualified,41358.79,2021-06-07,
872,268,Won,33223.1,2022-10-09,2022-12-05
873,329,Won,3289.23,2022-09-01,2022-10-15
874,182,Qualified,19519.05,2022-08-21,
875,429,Won,49171.8,2021-12-20,2022-01-17
876,378,Lead,38808.71,2021-10-31,
877,316,Lead,10734.73,2022-11-05,
878,264,Lead,10188.7,2022-02-18,
879,22,Proposal,23160.02,2022-07-17,
880,312,Qualified,19007.41,2021-05-03,
881,41,Proposal,14829.54,2022-08-13,
882,286,Won,10387.03,2021-08-10,2021-08-20
883,441,Lost,,2023-02-28,2023-04-29
884,268,Proposal,38052.87,2023-03-15,
885,424,Lead,44925.82,2022-03-10,
886,167,Won,43226.21,2022-08-19,2022-08-29
887,39,Qualified,27615.81,2021-07-05,
888,34,Won,12801.19,2021-09-10,2021-09-24
889,299,Proposal,12243.33,2021-05-28,
890,103,Won,25935.1,2021-04-17,2021-05-01
891,380,Proposal,39452.04,2023-08-14,
892,100,Won,49125.03,2021-02-15,2021-02-26
893,11,Lost,,2021-02-22,2021-03-17
894,224,Won,31061.41,2022-04-11,2022-05-03
895,1,Lead,6887.13,2022-04-12,
896,437,Lost,,2022-11-27,2022-12-06
897,243,Qualified,25236.0,2022-03-06,
898,8,Qualified,19786.68,2021-07-10,
899,375,Lost,,2022-03-27,2022-05-16
900,92,Won,25180.22,2023-04-26,2023-06-12
901,458,Lost,,2022-06-26,2022-08-17
902,435,Lead,25857.78,2021-02-25,
903,397,Lost,,2021-02-25,2021-03-24
904,195,Qualified,36841.65,2022-10-23,
905,166,Lead,42468.27,2022-02-01,
906,497,Lost,,2022-08-23,2022-09-05
907,86,Lost,,2021-12-02,2022-01-29
908,434,Lost,,2021-11-17,2021-12-07
909,126,Proposal,37922.78,2023-07-01,
910,152,Proposal,49257.71,2022-11-03,
911,299,Lead,10602.67,2022-09-07,
912,167,Lead,43934.38,2022-09-28,
913,162,Proposal,4085.6,2022-01-06,
914,420,Lead,44287.13,2022-01-21,
915,34,Lost,,2022-07-14,2022-09-01
916,453,Lost,,2021-06-29,2021-07-28
917,153,Lost,,2022-01-14,2022-02-17
918,451,Proposal,11702.51,2021-04-04,
919,299,Won,10223.52,2022-07-24,2022-08-12
920,187,Lead,34756.49,2022-11-21,
921,422,Lead,14176.7,2021-12-20,
922,412,Proposal,13250.1,2023-07-17,
923,246,Lead,34615.89,2022-10-29,
924,117,Lead,9445.4,2023-05-02,
925,8,Won,16761.33,2022-08-28,2022-09-08
926,170,Qualified,48562.72,2022-08-17,
927,166,Lost,,2021-02-18,2021-04-13
928,114,Lead,21027.52,2023-07-22,
929,449,Lead,20562.62,2022-01-08,
930,492,Qualified,21605.71,2021-02-06,
931,413,Lost,,2021-09-13,2021-10-15
932,181,Lost,,2022-02-05,2022-03-14
933,134,Proposal,30040.32,2022-04-18,
934,42,Qualified,10443.85,2022-09-19,
935,74,Won,10714.64,2022-12-20,2023-01-22
936,92,Won,42156.45,2021-11-01,2021-11-16
937,207,Qualified,42678.65,2023-08-04,
938,356,Lead,14750.43,2021-12-24,
939,64,Qualified,42302.2,2021-06-18,
940,430,Lead,21382.16,2023-04-17,
941,197,Qualified,41025.44,2022-07-19,
942,236,Proposal,8525.4,2022-10-21,
943,161,Lead,5347.75,2022-11-10,
944,237,Qualified,41998.26,2022-05-05,
945,135,Lost,,2021-04-06,2021-05-16
946,287,Lead,20336.66,2021-01-29,
947,121,Proposal,29448.73,2023-02-16,
948,329,Proposal,20762.45,2022-10-25,
949,364,Qualified,16568.75,2023-03-11,
950,449,Won,43887.96,2022-04-14,2022-05-24
951,297,Won,19400.25,2023-02-04,2023-03-23
952,82,Qualified,26478.06,2021-08-15,
953,2,Qualified,27757.35,2022-04-16,
954,461,Won,29830.78,2021-10-14,2021-11-24
955,347,Qualified,6096.73,2023-06-03,
956,260,Lead,7235.76,2021-03-04,
957,49,Qualified,20527.84,2021-06-22,
958,196,Won,29762.37,2021-01-09,2021-02-27
959,285,Won,33262.58,2023-08-13,2023-08-21
960,263,Lead,49763.3,2023-06-14,
961,304,Qualified,1846.01,2021-03-12,
962,438,Qualified,35182.59,2022-04-19,
963,415,Proposal,22890.16,2022-12-27,
964,169,Lead,21820.18,2022-06-11,
965,373,Proposal,5573.87,2021-10-02,
966,128,Qualified,36734.73,2022-07-04,
967,445,Lost,,2022-11-16,2022-12-19
968,308,Won,19586.42,2021-05-09,2021-06-01
969,338,Proposal,23919.01,2021-05-27,
970,262,Qualified,14844.54,2021-08-02,
971,334,Qualified,42638.72,2022-05-11,
972,74,Lost,,2022-12-21,2023-01-15
973,244,Qualified,41766.94,2023-07-10,
974,406,Lost,,2021-12-21,2022-02-04
975,111,Lead,38014.46,2023-02-03,
976,264,Lead,27753.1,2021-09-28,
977,105,Qualified,29270.34,2022-06-23,
978,115,Qualified,13357.21,2021-02-26,
979,77,Won,34634.68,2021-11-06,2021-12-27
980,255,Won,25397.37,2021-02-03,2021-03-28
981,161,Won,36035.47,2021-07-16,2021-08-14
982,139,Proposal,26136.71,2023-08-04,
983,294,Lost,,2023-09-22,2023-11-21
984,441,Qualified,15174.83,2021-06-14,
985,363,Lost,,2022-02-26,2022-03-04
986,173,Qualified,36632.29,2023-02-14,
987,4,Won,5596.06,2021-02-15,2021-03-09
988,156,Won,29590.06,2021-08-25,2021-09-30
989,196,Proposal,32656.78,2023-07-17,
990,211,Lost,,2021-07-30,2021-09-12
991,245,Qualified,35871.16,2023-04-07,
992,488,Proposal,38354.8,2021-04-18,
993,50,Qualified,3907.04,2022-08-19,
994,330,Qualified,7044.62,2022-10-14,
995,485,Proposal,29224.98,2021-10-08,
996,212,Won,45143.39,2022-06-21,2022-07-31
997,341,Won,39912.65,2021-07-04,2021-07-09
998,470,Lost,,2021-02-06,2021-03-04
999,222,Lead,15033.62,2021-02-11,
1000,206,Lead,37552.78,2021-08-28,
